,Algorithm,Dataset,alpha,Coverage,Length
326,cox_ph_alg_1,support,0.8,0.9348000000000001,1811.45465
327,cox_ph_alg_1,support,0.8,0.9500000000000002,1825.0822300000002
328,cox_ph_alg_1,support,0.8,0.9422,1813.75335
329,cox_ph_alg_1,support,0.8,0.9191000000000001,1749.1506299999999
330,cox_ph_alg_2,support,0.8,0.9612,1890.0886
331,cox_ph_alg_2,support,0.8,0.9754,1912.5291
332,cox_ph_alg_2,support,0.8,0.9598,1877.4516700000001
333,cox_ph_alg_2,support,0.8,0.9708,1904.4345
334,cox_ph_alg_2,support,0.8,0.9736000000000001,1891.3627200000003
335,cox_ph_alg_2,support,0.8,0.975,1892.5040099999999
336,cox_ph_alg_2,support,0.8,0.9710000000000001,1940.48495
337,cox_ph_alg_2,support,0.8,0.9788000000000001,1907.7700500000003
338,cox_ph_alg_2,support,0.8,0.9752000000000001,1902.4611300000001
339,cox_ph_alg_2,support,0.8,0.9562999999999999,1848.6815500000002
340,cox_cc_alg_1,support,0.8,0.9455999999999999,1843.31438
341,cox_cc_alg_1,support,0.8,0.9520000000000001,1837.42877
342,cox_cc_alg_1,support,0.8,0.9224000000000001,1752.05331
343,cox_cc_alg_1,support,0.8,0.9617,1858.06987
344,cox_cc_alg_1,support,0.8,0.9521000000000002,1833.7663100000002
345,cox_cc_alg_1,support,0.8,0.9334999999999998,1749.70742
346,cox_cc_alg_1,support,0.8,0.9388,1820.52681
347,cox_cc_alg_1,support,0.8,0.9631000000000001,1841.27853
348,cox_cc_alg_1,support,0.8,0.9641999999999998,1856.88742
349,cox_cc_alg_1,support,0.8,0.9156,1752.4507300000002
350,cox_cc_alg_2,support,0.8,0.9728,1921.0582499999998
351,cox_cc_alg_2,support,0.8,0.9690000000000002,1884.9548800000002
352,cox_cc_alg_2,support,0.8,0.9583000000000002,1857.6789899999997
353,cox_cc_alg_2,support,0.8,0.9766999999999999,1931.40177
354,cox_cc_alg_2,support,0.8,0.9785,1912.49848
355,cox_cc_alg_2,support,0.8,0.972,1873.37431
356,cox_cc_alg_2,support,0.8,0.975,1953.9293099999998
357,cox_cc_alg_2,support,0.8,0.9845,1924.91554
358,cox_cc_alg_2,support,0.8,0.9856999999999999,1943.4471399999998
359,cox_cc_alg_2,support,0.8,0.9554,1844.5876900000003
360,cox_ph_alg_1,rr_nl_nph,0.9,0.8567999999999999,17.389946544789915
361,cox_ph_alg_1,rr_nl_nph,0.9,0.8617,18.408246544789918
362,cox_ph_alg_1,rr_nl_nph,0.9,0.8588,17.969026544789916
363,cox_ph_alg_1,rr_nl_nph,0.9,0.8761,17.368936544789918
364,cox_ph_alg_1,rr_nl_nph,0.9,0.8485,16.87566654478991
365,cox_ph_alg_1,rr_nl_nph,0.9,0.8754999999999998,16.752556544789915
366,cox_ph_alg_1,rr_nl_nph,0.9,0.8543999999999999,18.906536128245126
367,cox_ph_alg_1,rr_nl_nph,0.9,0.8671,19.58643512853763
368,cox_ph_alg_1,rr_nl_nph,0.9,0.8803999999999997,18.90007654478992
369,cox_ph_alg_1,rr_nl_nph,0.9,0.8264,18.616586544789914
370,cox_ph_alg_2,rr_nl_nph,0.9,0.9182000000000002,25.460444142254833
371,cox_ph_alg_2,rr_nl_nph,0.9,0.9193999999999999,24.969236046808692
372,cox_ph_alg_2,rr_nl_nph,0.9,0.9181,25.858277446160443
373,cox_ph_alg_2,rr_nl_nph,0.9,0.9386,24.696626390067536
374,cox_ph_alg_2,rr_nl_nph,0.9,0.9138,24.36274425485017
375,cox_ph_alg_2,rr_nl_nph,0.9,0.9563000000000001,25.927346877285448
376,cox_ph_alg_2,rr_nl_nph,0.9,0.8991999999999999,24.666857610040733
377,cox_ph_alg_2,rr_nl_nph,0.9,0.9146999999999998,24.08675910546052
378,cox_ph_alg_2,rr_nl_nph,0.9,0.9401999999999999,25.145560648671097
379,cox_ph_alg_2,rr_nl_nph,0.9,0.8878,24.53446463058453
380,cox_cc_alg_1,rr_nl_nph,0.9,0.8531000000000002,17.174616544789913
381,cox_cc_alg_1,rr_nl_nph,0.9,0.8556,18.490456419826476
382,cox_cc_alg_1,rr_nl_nph,0.9,0.8589,17.849186544789916
383,cox_cc_alg_1,rr_nl_nph,0.9,0.8774000000000001,17.537626544789916
384,cox_cc_alg_1,rr_nl_nph,0.9,0.8515,16.742466544789917
385,cox_cc_alg_1,rr_nl_nph,0.9,0.8756,16.657906544789913
386,cox_cc_alg_1,rr_nl_nph,0.9,0.8508,18.97583587831825
387,cox_cc_alg_1,rr_nl_nph,0.9,0.8680000000000001,19.559815378464506
388,cox_cc_alg_1,rr_nl_nph,0.9,0.8802999999999999,18.887956544789915
389,cox_cc_alg_1,rr_nl_nph,0.9,0.8278,18.468606544789917
390,cox_cc_alg_2,rr_nl_nph,0.9,0.9198000000000001,25.12201933101423
391,cox_cc_alg_2,rr_nl_nph,0.9,0.9118,25.606826364920845
392,cox_cc_alg_2,rr_nl_nph,0.9,0.9176000000000002,24.861540176410394
393,cox_cc_alg_2,rr_nl_nph,0.9,0.9420999999999999,24.928522479608027
394,cox_cc_alg_2,rr_nl_nph,0.9,0.9139000000000002,23.60620019738904
395,cox_cc_alg_2,rr_nl_nph,0.9,0.953,25.32729492203406
396,cox_cc_alg_2,rr_nl_nph,0.9,0.8985000000000001,24.66676848329548
397,cox_cc_alg_2,rr_nl_nph,0.9,0.9189,24.265882733342888
398,cox_cc_alg_2,rr_nl_nph,0.9,0.9415,25.349054767977442
399,cox_cc_alg_2,rr_nl_nph,0.9,0.8999999999999999,24.073072455196396
400,cox_ph_alg_1,metabric,0.9,0.9720833333333333,321.60215624999995
401,cox_ph_alg_1,metabric,0.9,0.9588541666666667,314.5711228256225
402,cox_ph_alg_1,metabric,0.9,0.9465625000000001,316.0618313102722
403,cox_ph_alg_1,metabric,0.9,0.9859375,324.99866511281334
404,cox_ph_alg_1,metabric,0.9,0.9646875000000001,313.47359170532224
405,cox_ph_alg_1,metabric,0.9,0.9820833333333333,324.1688333333332
406,cox_ph_alg_1,metabric,0.9,0.9767708333333333,320.108446144104
407,cox_ph_alg_1,metabric,0.9,0.9571875,302.34279166666664
408,cox_ph_alg_1,metabric,0.9,0.9586458333333333,319.27896697235104
409,cox_ph_alg_1,metabric,0.9,0.9793750000000001,323.0827794863383
410,cox_ph_alg_2,metabric,0.9,0.9797916666666667,
411,cox_ph_alg_2,metabric,0.9,0.9701041666666667,
412,cox_ph_alg_2,metabric,0.9,0.9660416666666666,
413,cox_ph_alg_2,metabric,0.9,0.9873958333333333,
414,cox_ph_alg_2,metabric,0.9,0.9856250000000001,
415,cox_ph_alg_2,metabric,0.9,0.9914583333333334,
416,cox_ph_alg_2,metabric,0.9,0.9910416666666668,
417,cox_ph_alg_2,metabric,0.9,0.9810416666666667,
418,cox_ph_alg_2,metabric,0.9,0.9925,
419,cox_ph_alg_2,metabric,0.9,0.985,
420,cox_cc_alg_1,metabric,0.9,0.9760416666666667,322.7809062499999
421,cox_cc_alg_1,metabric,0.9,0.9571875000000002,313.61574787521363
422,cox_cc_alg_1,metabric,0.9,0.9404166666666667,311.1921646525065
423,cox_cc_alg_1,metabric,0.9,0.9856250000000001,324.359363011678
424,cox_cc_alg_1,metabric,0.9,0.9736458333333333,319.1464043121338
425,cox_cc_alg_1,metabric,0.9,0.9827083333333334,323.54339583333325
426,cox_cc_alg_1,metabric,0.9,0.969375,316.0265085589091
427,cox_cc_alg_1,metabric,0.9,0.9621875000000001,305.3063229166666
428,cox_cc_alg_1,metabric,0.9,0.9631249999999999,320.58953987503054
429,cox_cc_alg_1,metabric,0.9,0.9828125,324.68285238520303
430,cox_cc_alg_2,metabric,0.9,0.9816666666666668,330.01752666437625
431,cox_cc_alg_2,metabric,0.9,0.9674999999999999,321.25931047034265
432,cox_cc_alg_2,metabric,0.9,0.9514583333333334,320.61911315257845
433,cox_cc_alg_2,metabric,0.9,0.9868750000000001,325.6813495333095
434,cox_cc_alg_2,metabric,0.9,0.9907291666666668,335.43868648652233
435,cox_cc_alg_2,metabric,0.9,0.9916666666666667,335.27649565090735
436,cox_cc_alg_2,metabric,0.9,0.9826041666666668,326.45220278638595
437,cox_cc_alg_2,metabric,0.9,0.9846875,332.8876337841948
438,cox_cc_alg_2,metabric,0.9,0.9954166666666667,335.83854369436705
439,cox_cc_alg_2,metabric,0.9,0.9879166666666667,325.5609706247647
440,cox_ph_alg_1,support,0.9,0.9707000000000001,1907.0447800000004
441,cox_ph_alg_1,support,0.9,0.9727999999999999,1919.1412
442,cox_ph_alg_1,support,0.9,0.9549999999999998,1847.984
443,cox_ph_alg_1,support,0.9,0.9581999999999999,1864.3575099999998
444,cox_ph_alg_1,support,0.9,0.9805000000000001,1905.6583799999999
445,cox_ph_alg_1,support,0.9,0.9420999999999999,1796.87534
446,cox_ph_alg_1,support,0.9,0.9531999999999999,1880.41645
447,cox_ph_alg_1,support,0.9,0.9732000000000001,1892.56883
448,cox_ph_alg_1,support,0.9,0.9750000000000001,1902.2177100000001
449,cox_ph_alg_1,support,0.9,0.9542,1843.7563400000001
450,cox_ph_alg_2,support,0.9,0.991,1988.9728599999999
451,cox_ph_alg_2,support,0.9,0.9876999999999999,1981.6991400000002
452,cox_ph_alg_2,support,0.9,0.9777,1938.6701799999998
453,cox_ph_alg_2,support,0.9,0.9811,1946.70922
454,cox_ph_alg_2,support,0.9,0.9908,1967.2186399999994
455,cox_ph_alg_2,support,0.9,0.9799,1919.27236
456,cox_ph_alg_2,support,0.9,0.9837,1988.4505200000003
457,cox_ph_alg_2,support,0.9,0.9894,1966.0090899999998
458,cox_ph_alg_2,support,0.9,0.9930999999999999,1982.56454
459,cox_ph_alg_2,support,0.9,0.9749,1929.9273199999998
460,cox_cc_alg_1,support,0.9,0.9671,1901.72894
461,cox_cc_alg_1,support,0.9,0.9812000000000001,1952.4503900000002
462,cox_cc_alg_1,support,0.9,0.9647000000000001,1873.58063
463,cox_cc_alg_1,support,0.9,0.9666,1883.26982
464,cox_cc_alg_1,support,0.9,0.9781,1899.43747
465,cox_cc_alg_1,support,0.9,0.9488999999999999,1805.6004700000003
466,cox_cc_alg_1,support,0.9,0.9511,1874.1629500000001
467,cox_cc_alg_1,support,0.9,0.9778000000000001,1900.50178
468,cox_cc_alg_1,support,0.9,0.9842,1926.1926999999998
469,cox_cc_alg_1,support,0.9,0.9523,1840.0288
470,cox_cc_alg_2,support,0.9,0.9904000000000001,1986.93049
471,cox_cc_alg_2,support,0.9,0.9945,2013.7336299999995
472,cox_cc_alg_2,support,0.9,0.9840000000000001,1962.0204199999998
473,cox_cc_alg_2,support,0.9,0.9843,1961.1046299999998
474,cox_cc_alg_2,support,0.9,0.9894000000000002,1966.5881500000003
475,cox_cc_alg_2,support,0.9,0.9828,1929.6194999999998
476,cox_cc_alg_2,support,0.9,0.9813,1981.87091
477,cox_cc_alg_2,support,0.9,0.9896,1973.6112899999998
478,cox_cc_alg_2,support,0.9,0.9967,2004.4505700000002
479,cox_cc_alg_2,support,0.9,0.9749000000000001,1931.40932
480,cox_ph_alg_1,rr_nl_nph,0.95,0.8981,20.590235836663773
481,cox_ph_alg_1,rr_nl_nph,0.95,0.9133999999999999,21.72725875540234
482,cox_ph_alg_1,rr_nl_nph,0.95,0.9075,21.554131587906912
483,cox_ph_alg_1,rr_nl_nph,0.95,0.9229,21.518571629561396
484,cox_ph_alg_1,rr_nl_nph,0.95,0.8934000000000002,20.400525878318252
485,cox_ph_alg_1,rr_nl_nph,0.95,0.9271,20.51332000503671
486,cox_ph_alg_1,rr_nl_nph,0.95,0.9104000000000001,22.335286883875828
487,cox_ph_alg_1,rr_nl_nph,0.95,0.9295,23.484318838711303
488,cox_ph_alg_1,rr_nl_nph,0.95,0.9184,22.227569463528486
489,cox_ph_alg_1,rr_nl_nph,0.95,0.8711,21.595315253501063
490,cox_ph_alg_2,rr_nl_nph,0.95,0.9791000000000003,30.53077910547643
491,cox_ph_alg_2,rr_nl_nph,0.95,0.9651000000000001,29.398035114243516
492,cox_ph_alg_2,rr_nl_nph,0.95,0.9706,30.34906961253081
493,cox_ph_alg_2,rr_nl_nph,0.95,0.9815,30.46028705099552
494,cox_ph_alg_2,rr_nl_nph,0.95,0.9615999999999998,29.2259044693918
495,cox_ph_alg_2,rr_nl_nph,0.95,0.985,30.387385394025
496,cox_ph_alg_2,rr_nl_nph,0.95,0.9684,30.316850126150904
497,cox_ph_alg_2,rr_nl_nph,0.95,0.9764999999999999,30.078701434593604
498,cox_ph_alg_2,rr_nl_nph,0.95,0.9723,29.420871688344306
499,cox_ph_alg_2,rr_nl_nph,0.95,0.9523,28.344785444238713
500,cox_cc_alg_1,rr_nl_nph,0.95,0.9003,20.599515003574194
501,cox_cc_alg_1,rr_nl_nph,0.95,0.9098,21.83908938021953
502,cox_cc_alg_1,rr_nl_nph,0.95,0.9061999999999998,21.407244670338365
503,cox_cc_alg_1,rr_nl_nph,0.95,0.9248999999999999,21.01488013000015
504,cox_cc_alg_1,rr_nl_nph,0.95,0.8949000000000003,20.272374378757007
505,cox_cc_alg_1,rr_nl_nph,0.95,0.9242000000000001,20.032852212724098
506,cox_cc_alg_1,rr_nl_nph,0.95,0.9155000000000001,22.547426386947127
507,cox_cc_alg_1,rr_nl_nph,0.95,0.9327999999999997,23.33230133798005
508,cox_cc_alg_1,rr_nl_nph,0.95,0.9197,22.451512670923368
509,cox_cc_alg_1,rr_nl_nph,0.95,0.8700000000000001,21.712075753354817
510,cox_cc_alg_2,rr_nl_nph,0.95,0.9771,30.611999703741727
511,cox_cc_alg_2,rr_nl_nph,0.95,0.9815999999999999,29.794443016016658
512,cox_cc_alg_2,rr_nl_nph,0.95,0.9682,29.92940466570185
513,cox_cc_alg_2,rr_nl_nph,0.95,0.9800999999999999,29.28428989623967
514,cox_cc_alg_2,rr_nl_nph,0.95,0.9590999999999998,29.23622090924261
515,cox_cc_alg_2,rr_nl_nph,0.95,0.9864,29.432374756256063
516,cox_cc_alg_2,rr_nl_nph,0.95,0.9689,30.05186912222198
517,cox_cc_alg_2,rr_nl_nph,0.95,0.9694999999999999,29.34969844265014
518,cox_cc_alg_2,rr_nl_nph,0.95,0.9758999999999999,30.06862931194075
519,cox_cc_alg_2,rr_nl_nph,0.95,0.9432,28.465380865752312
520,cox_ph_alg_1,metabric,0.95,0.9955208333333333,336.3327812499999
521,cox_ph_alg_1,metabric,0.95,0.9846875,333.25149908828735
522,cox_ph_alg_1,metabric,0.95,0.9762500000000002,332.8553742968241
523,cox_ph_alg_1,metabric,0.95,0.9920833333333334,338.7077600911459
524,cox_ph_alg_1,metabric,0.95,0.9847916666666666,333.9222076479594
525,cox_ph_alg_1,metabric,0.95,0.9939583333333335,338.7526874999999
526,cox_ph_alg_1,metabric,0.95,0.993125,334.7299264094035
527,cox_ph_alg_1,metabric,0.95,0.9847916666666666,319.90021874999985
528,cox_ph_alg_1,metabric,0.95,0.9870833333333332,335.08185348637903
529,cox_ph_alg_1,metabric,0.95,0.9957291666666667,337.23082215372716
530,cox_ph_alg_2,metabric,0.95,0.9968750000000001,341.9985382154782
531,cox_ph_alg_2,metabric,0.95,0.9860416666666668,336.3569018785159
532,cox_ph_alg_2,metabric,0.95,0.9866666666666667,338.83615949251254
533,cox_ph_alg_2,metabric,0.95,0.9945833333333335,339.1896074816038
534,cox_ph_alg_2,metabric,0.95,0.9925,339.80310742847126
535,cox_ph_alg_2,metabric,0.95,0.9961458333333333,345.5804132384062
536,cox_ph_alg_2,metabric,0.95,0.9970833333333333,340.69550934427974
537,cox_ph_alg_2,metabric,0.95,0.9935416666666667,342.37498274672026
538,cox_ph_alg_2,metabric,0.95,0.9995833333333334,344.7836836143037
539,cox_ph_alg_2,metabric,0.95,0.9958333333333332,336.60222164557376
540,cox_cc_alg_1,metabric,0.95,0.9919791666666667,337.54381249999994
541,cox_cc_alg_1,metabric,0.95,0.9841666666666667,333.07985322697954
542,cox_cc_alg_1,metabric,0.95,0.9742708333333333,333.0865618387858
543,cox_cc_alg_1,metabric,0.95,0.9925,338.9675934524536
544,cox_cc_alg_1,metabric,0.95,0.9856250000000001,333.8393742752075
545,cox_cc_alg_1,metabric,0.95,0.9936458333333335,339.16684374999994
546,cox_cc_alg_1,metabric,0.95,0.9934375000000001,335.0344368718465
547,cox_cc_alg_1,metabric,0.95,0.9838541666666667,319.5291354166666
548,cox_cc_alg_1,metabric,0.95,0.9864583333333333,335.29660352579754
549,cox_cc_alg_1,metabric,0.95,0.9960416666666667,337.2146138381958
550,cox_cc_alg_2,metabric,0.95,0.9952083333333334,343.6142604470104
551,cox_cc_alg_2,metabric,0.95,0.9846875,336.1594608733853
552,cox_cc_alg_2,metabric,0.95,0.9855208333333335,338.9708123161594
553,cox_cc_alg_2,metabric,0.95,0.9945833333333335,339.4596492075771
554,cox_cc_alg_2,metabric,0.95,0.993125,340.39113906951746
555,cox_cc_alg_2,metabric,0.95,0.9961458333333334,345.7332292671402
556,cox_cc_alg_2,metabric,0.95,0.9976041666666667,340.9131135541797
557,cox_cc_alg_2,metabric,0.95,0.9926041666666666,341.88235425833864
558,cox_cc_alg_2,metabric,0.95,0.999375,344.21797527957955
559,cox_cc_alg_2,metabric,0.95,0.9945833333333334,336.6817632996837
560,cox_ph_alg_1,support,0.95,0.9847,1962.6429699999999
561,cox_ph_alg_1,support,0.95,0.9828999999999999,1949.0959000000003
562,cox_ph_alg_1,support,0.95,0.9767999999999999,1917.7772200000002
563,cox_ph_alg_1,support,0.95,0.9833999999999999,1947.0566099999999
564,cox_ph_alg_1,support,0.95,0.9897,1952.8631200000004
565,cox_ph_alg_1,support,0.95,0.9778,1914.3143000000002
566,cox_ph_alg_1,support,0.95,0.9746000000000001,1937.1241199999997
567,cox_ph_alg_1,support,0.95,0.9853000000000001,1948.07858
568,cox_ph_alg_1,support,0.95,0.9871,1957.9570199999998
569,cox_ph_alg_1,support,0.95,0.9753000000000001,1921.5743100000004
570,cox_ph_alg_2,support,0.95,0.997,2017.93614
571,cox_ph_alg_2,support,0.95,0.9916000000000001,1994.30142
572,cox_ph_alg_2,support,0.95,0.9872999999999998,1984.66035
573,cox_ph_alg_2,support,0.95,0.9942,2001.68691
574,cox_ph_alg_2,support,0.95,0.9956000000000002,1999.5947199999998
575,cox_ph_alg_2,support,0.95,0.9952,1996.6436500000002
576,cox_ph_alg_2,support,0.95,0.9915999999999999,2014.5344699999998
577,cox_ph_alg_2,support,0.95,0.993,2002.3718800000001
578,cox_ph_alg_2,support,0.95,0.9967999999999999,2009.75825
579,cox_ph_alg_2,support,0.95,0.9884,1989.3275800000004
580,cox_cc_alg_1,support,0.95,0.9856,1962.08779
581,cox_cc_alg_1,support,0.95,0.9834999999999999,1947.6665600000001
582,cox_cc_alg_1,support,0.95,0.9767,1921.4627400000004
583,cox_cc_alg_1,support,0.95,0.9847,1947.7056100000002
584,cox_cc_alg_1,support,0.95,0.9889000000000001,1953.0768900000005
585,cox_cc_alg_1,support,0.95,0.9779000000000001,1915.2700199999997
586,cox_cc_alg_1,support,0.95,0.9743999999999999,1936.1684300000002
587,cox_cc_alg_1,support,0.95,0.9847,1949.34059
588,cox_cc_alg_1,support,0.95,0.9876999999999999,1961.37149
589,cox_cc_alg_1,support,0.95,0.9757000000000001,1920.8093299999998
590,cox_cc_alg_2,support,0.95,0.998,2019.42723
591,cox_cc_alg_2,support,0.95,0.9923000000000001,1993.9082100000003
592,cox_cc_alg_2,support,0.95,0.9876,1985.29036
593,cox_cc_alg_2,support,0.95,0.9945,2000.5520000000001
594,cox_cc_alg_2,support,0.95,0.9963000000000001,2001.2993600000002
595,cox_cc_alg_2,support,0.95,0.9944000000000002,1999.76631
596,cox_cc_alg_2,support,0.95,0.9937,2016.2857000000001
597,cox_cc_alg_2,support,0.95,0.9939000000000001,2001.72823
598,cox_cc_alg_2,support,0.95,0.9977999999999999,2010.8447999999999
599,cox_cc_alg_2,support,0.95,0.9891,1987.8075000000003
600,vanilla_coxph,rr_nl_nph,0.6,0.542,14.267352801054717
601,vanilla_coxph,rr_nl_nph,0.6,0.548,14.289304362379015
602,vanilla_coxph,rr_nl_nph,0.6,0.5455,13.956780617713928
603,vanilla_coxph,rr_nl_nph,0.6,0.563,14.238263257205487
604,vanilla_coxph,rr_nl_nph,0.6,0.5395,13.65505643132329
605,vanilla_coxph,rr_nl_nph,0.6,0.553,14.23358534680307
606,vanilla_coxph,rr_nl_nph,0.6,0.533,14.263676578044892
607,vanilla_coxph,rr_nl_nph,0.6,0.5415,13.835157975643874
608,vanilla_coxph,rr_nl_nph,0.6,0.5435,14.400075508117675
609,vanilla_coxph,rr_nl_nph,0.6,0.5425,13.846710709512234
610,vanilla_coxph,metabric,0.6,0.7139107611548556,189.01889791013062
611,vanilla_coxph,metabric,0.6,0.821522309711286,205.10218762975978
612,vanilla_coxph,metabric,0.6,0.7795275590551181,203.57515364118763
613,vanilla_coxph,metabric,0.6,0.8110236220472441,202.9937015042843
614,vanilla_coxph,metabric,0.6,0.8136482939632546,196.89291393850732
615,vanilla_coxph,metabric,0.6,0.7270341207349081,187.2123359019362
616,vanilla_coxph,metabric,0.6,0.7506561679790026,187.8546805594537
617,vanilla_coxph,metabric,0.6,0.7821522309711286,187.67305425208386
618,vanilla_coxph,metabric,0.6,0.7559055118110236,190.03604572526427
619,vanilla_coxph,metabric,0.6,0.7952755905511811,194.79265157944886
620,vanilla_coxph,support,0.6,0.6952112676056338,693.6985915492958
621,vanilla_coxph,support,0.6,0.6777464788732395,673.4146478873239
622,vanilla_coxph,support,0.6,0.6816901408450704,629.7177464788732
623,vanilla_coxph,support,0.6,0.6788732394366197,663.2811267605633
624,vanilla_coxph,support,0.6,0.6929577464788732,648.2185915492958
625,vanilla_coxph,support,0.6,0.6805633802816902,678.6169014084508
626,vanilla_coxph,support,0.6,0.6895774647887324,650.8642253521127
627,vanilla_coxph,support,0.6,0.7002816901408451,663.3560563380282
628,vanilla_coxph,support,0.6,0.7115492957746479,752.7594366197183
629,vanilla_coxph,support,0.6,0.6805633802816902,633.7712676056339
630,vanilla_coxcc,rr_nl_nph,0.6,0.5585,14.338329507634043
631,vanilla_coxcc,rr_nl_nph,0.6,0.5755,14.578380842499435
632,vanilla_coxcc,rr_nl_nph,0.6,0.5555,13.994006426334382
633,vanilla_coxcc,rr_nl_nph,0.6,0.593,14.474493488639594
634,vanilla_coxcc,rr_nl_nph,0.6,0.569,13.956868533849716
635,vanilla_coxcc,rr_nl_nph,0.6,0.5635,14.32050223660469
636,vanilla_coxcc,rr_nl_nph,0.6,0.5495,14.396077654376626
637,vanilla_coxcc,rr_nl_nph,0.6,0.5735,14.020553575702012
638,vanilla_coxcc,rr_nl_nph,0.6,0.562,14.444230141729117
639,vanilla_coxcc,rr_nl_nph,0.6,0.5735,14.180660850673913
640,vanilla_coxcc,metabric,0.6,0.7191601049868767,190.8767281479723
641,vanilla_coxcc,metabric,0.6,0.8503937007874016,208.83954574304616
642,vanilla_coxcc,metabric,0.6,0.8083989501312336,204.779615807721
643,vanilla_coxcc,metabric,0.6,0.821522309711286,200.18495218772588
644,vanilla_coxcc,metabric,0.6,0.800524934383202,196.8902888673497
645,vanilla_coxcc,metabric,0.6,0.7375328083989501,186.8143478553752
646,vanilla_coxcc,metabric,0.6,0.7532808398950132,187.79676294201627
647,vanilla_coxcc,metabric,0.6,0.7690288713910761,188.6296589168038
648,vanilla_coxcc,metabric,0.6,0.7611548556430446,192.19632539724114
649,vanilla_coxcc,metabric,0.6,0.7874015748031497,196.97069179104383
